text,stance
 62 مليون كتاب !! اين التحول الالكتروني للمناهج ؟ كمية هدر سنوي للكتب مؤسفة نتمنى احلال الاجهزة اللوحية بدلاً من الكتب,Favor
سخرت جامعة الإسراء جميع الجهود والإمكانيات من أجل التحوّل للتعليم الإلكتروني في أسرع وقت لضمان استكمال العام الدراسي للطلاب.   #فلسطين_تتعلم_الكترونيا URL,Favor
"  و أين الحملة الإعلامية ( #لنكن_على_دراية ؟ )  #dirayakw و التي هدفها منذ أشهر توعية المستهلك و العميل المصرفي؟ هل هم على ""دراية"" في هذه الرسوم على #التحول_الرقمي ؟  هناك سياسات و استراتيجيات للتحول الرقمي و ا",Favor
 ٢٠٢١!!! إجراء متعب ويمكن الاستغناء عن مثل هذه الإجراءات ولكن هناك حاجة  في نفس يعقوب!    ومثل هذه الإجراءات لا تتماشى مع التحول الإلكتروني ورؤية ٢٠٤٠,Favor
ايش البنوك الي بالفعل مطبقة نظام التحول الرقمي او الإلكتروني..  ملينا من متابعة المعاملات,Favor
فمن المتوقع أن يسهم هذا التحول في زيادة الطاقة الاستيعابية وزيادة تخصصات تقنية وَفَنِّيَّة جديدة لمواكبة الطلب المتزايد على برامج التدريب التقني.   يأتي هذا الإنجاز بفضل الله ثم بالدعم السخي والمُستمر من قيادتنا الرشيدة - حفظها الله - وقيادات المؤسسة والمنطقة وتضافر الجهود,Favor
٣- تحول الخدمات إلى الإلكترونية هو أمر طبيعي مع التطور التقني الحالي   فهو يوفر النفقات والتكاليف على موفرين الخدمات   وليس من المنطقي تحديد رسوم للخدمات الالكترونية خصوصاً إن لم تكن تلك الرسوم معتمدة أو مطلوبة عند التقديم بالشكل التقليدي فهو يتعارض مع إيجابيات التحول الرقمي,Favor
 طريقة بدائية … اعتقد لا تتوافق مع النظام و مع التحول الالكتروني الحاصل. هذا هو الحل الامثل. 👇 URL,Favor
 تطلبون التحول الالكتروني  هذا هو,None
 التحول الالكتروني بشكل عام لاغلب الامور..المعاملات الحكومية تطبيقات التوصيل وتوصيل المطاعم والاغراض والسوق الالكتروني الخ..,None
#التحول_الرقمي ضرورة في ظل التقدم التقني والانفجار المعلوماتي. وسيكون السبيل لضمان استمرارية و نمو الأعمال. لا يكون الهدف هو للحصول على التقنيات الحديثة في التحول الرقمي بقدر ما يكون التركيز على تلبية احتياجات الفئات المستهدفة  وتطوير أداء العمليات بوجود المعلومات المعتمدة.,Favor
تجربة جديدة رقمية جمعت بين المحافظة على العودة الامنة والتعليم شكرا من القلب على هذا التحول التقني بالربط بين الخدمات عن بعد #توكلنا,Favor
ساهمت التقنية في رفع الكفاءة الإنتاجية وتسريع الأعمال مع المحافظة على دقة المعلومات والبيانات؛ وهذا ماتهدف إليه #المملكة في تعزيز رحلة التحوّل الرقمي وبناء مجتمع ووطن رقمي. #سحاب URL,Favor
خايفة من التحول الإلكتروني اللي حنا فيه  أبدا ماني سعيدة تجاه هالخطوة. اليوم حنا مستانسين بالسهولة لكن بعد عشر سنين وش رح يصير ؟,Against
كما بدأت جامعة طرابلس شراكة مع منصة Coursera  وأطلقت كلية تقنية المعلومات منصة إلكترونية لطلبتها.   لكن تظل مشاكل الكهرباء والإنترنت من أبرز التحديات التي تواجه التحول لهذا الاتجاه!  - شاركنا برأيك حول مستقبل التعليم الإلكتروني في ليبيا.,None
 قرارات هذه الوزارة عجيبة جدا  الآن التوجه الى التحول الرقمي  وبالأمس القريب تم إنهاء تكليف أمناء مصادر التعلم ممن كان لهم بصمة واضحة لقيادة الإنجاز التقني  فهل ستبدأ وزارتنا من الصفر ؟😂,Favor
 خليها تتواصل مع الزملاء في شركه التحول التقني  URL  باذن الله تجد الدعم المطلوب  مع التاكيد على صحه كلامك في اهميه الاهتمام بالادوات المساعده   خصوصا مع توفر الخيارات المقبولة ماديا,Favor
المعنى الحقيقي للتحول الرقمي.. زيادة المرونة في التعاملات !  #تطور  #التحول_الرقمي,Favor
   أستسمحك أصلح معلوماتك التحول الرقمى بدء التفكير فيه2016 وبدء التطبيق ف2021 زى الشهر العقارى والمرور والبريد..إلخ على أن ينتهى تماما 2030مش من20سنه زى ماحضرتك بتقول  وبدأ الإنتقال للعاصمه ف3/2022 من 20 سنه مكناش نعرف ي,Favor
قبل التحول والربط الالكتروني   كانت مشكلاتنا موضوعية  ولم نواجه مشكلة الا في صلب المعاملة   لكن عند مواجه مشكلة تقنية تتعطل لما يقارب او يزيد عن ١٥ يوما  ولم ابالغ في هذا الرقم ابدا بل غالبا يزيد URL,Against
 التحول الالكتروني راح يغلق كثير من الفروع في البنوك ولا غيره   مثل الجرايد والصحف سابقا,Favor
 نتايج تطبيق هذا التحول بتكون في سرعة التجاوب و  معرفة حالات الاستحقاق بين فترة والثانية  وتوقيع العقود الإلكتروني وهذا من المبادرات المميزة لدى الاسكان URL,Favor
#التحول_الالكتروني  بعض الأعمال المرتبطة بالحياة اليومية للمواطن والمقيم على رؤساء الوحدات التركيز وتفعيل التحول الالكتروني بشكل أسرع. #الجوازات_والإقامة  تأشيرات العمل والجوازات   #إدارة_المرور ملكية السيارات وغيرها من الدوائر الحكومية  القوى العاملة  الاسكان   البلديات  ..إلخ,Favor
نصيحتي لطلبة الشهادة الثانوية انهم يقرو البرمجة ويخلوها كتخصص ومجال جامعي ليهم   البرمجة مجال ثري جدا وليه مستقبل كبير جداً وخاصة انه يعتبر حقل دراسي ممتاز والعالم يتغير بسرعة طبقاً للتحول الرقمي الي صاير في العالم ومافيش تخصص يواكب هذا التحول الا البرمجة   ياريت تقرو عليه,Favor
التحول الإلكتروني نقله لابد منها لكن الخوف من البيروقراطية الإلكترونيه..   ,Favor
 كلام من ذهب استاذ موسى... التحول الإلكتروني اصبح ضرورة ملحة لكل أصحاب المتاجر التقليدية..,Favor
 اعتقد الكثير ممن يزرون المولات في الوقت الراهن ليس لغرض الشراء بالأخص التي تتوفر فيها دور سينما وأماكن الترفيه. الكثير من سيارات التوصيل نراها في شوارع الرياض بشكل كثيف. أعتقد أنها مؤشرات مهمه في التحول للشراء الإلكتروني اذا تم معالجه بعض المشاك,Favor
"""استثمر بسهولة"" زاد من توجه المستثمرين للخدمات الالكترونية  بما يسهل حركة السلع الصادرة والواردة من والى السلطنة..   التحول الالكتروني في أي مجال يسهم بلا شك في تطويره وسهولته .. لا بديل عن الحكومة الذكية والتركيز عليها بشكل كبير جداً لمعانقة الطموحات  #عمان_تحتاج_افكاركم URL",Favor
نحن نسعى للتوعية بأهمية التعليم الالكتروني وازالة عوائق تمنع الفرد من إكمال تعليمه في ظل التحول الرقمي  بتقديم الجامعة الافتراضية كحل . #new_gate #new_gate_for_new_education URL,Favor
تحول رقمي تحول رقمي اشغلونا بالتحول الرقمي ذا واخرتها تروح للبنك اول من طبق التحول الرقمي ويطلب الاثبات الاصل,Against
 مشكلة كل القطاعات يظنون ان التحول الالكتروني في ارشفة الورق في الجهاز !!!,Favor
"سرنا الإعلان عن فوز نور تكافل بجائزة ""أفضل مشروع تحول رقمي للعام"" مساء الاثنين الموافق  27 سبتمبر 2021!   #نور_تكافل #جائزة #التحول_الرقمي",Favor
ابي اعرف بس ايش الدلاخه ذي موعد عشان اروح مركز شرطه ؟ ابي ادعس هالبقر فاهمين التحول الالكتروني غلط,None
منذ العهد الجديد وبزوغ نجم الأمير محمد بن سلمان ونحن في ذهول مستمر و التفات دائم  إلى المملكة والمفاجآت تتوالى والمشاريع تترا وهناك نقلة كبيرة في مجال التحول إلى دولة مدنية والمحاربة الصادقة للفساد ومحاربة البيروقراطية والإتجاه نحو التعامل الإلكتروني وقريبا تكون دولة سياحيةبجدارة URL,Favor
 تقليص الفروع اي تقليص الموظفين التحول الالكتروني وبال على طالبين الوظائف,Against
هجوم سيبراني إيراني يطفئ الكهرباء على الكيان الصهيوني.  هذا وهم ما صار عندهم تحول الكتروني في الحوكمة وغيرها ومتطورين في أمن المعلومات.  تذكرت ذيك الدولة المستعجلة بزيادة في التحول الالكتروني والحوكمة إلى درجة حطت كل بيانات مواطنينها أون لاين ولا بقى عده خصوصية.,Against
خصوصية البيانات وحمايتها في المنظمة مطلب ولكن لا ينبغي أن تكون ذريعة لسد الطريق امام التحول التقني لأننا نجهل كيف نحمي بياناتنا في هذا الفضاء التقني. بل أن عملية التحول الرقمي ليست خيارًا نقبله أو نرفضه ونحن قطاع يتسم بالشفافية والمشاركة مع المجتمع وأصحاب المصلحة.,Favor
 التحول الالكتروني هو وسيلة وليست غاية.  الغاية هي بناء اقتصاد قوي ومتنوع  وشعب منتج  وتطور في الخدمات ورفاه للمواطن  ودور سياسي وعسكري مؤثر,Favor
 شكرا الأستاذة ميساء على إنصاف وزارة التربية  حيث أنها من أوائل المؤسسات التي تحولت للعمل عن بعد بقيادة #حسين_الحمادي قد أرست قواعد التعليم الإلكتروني من حيث المناهج والعمليات  المدرسية  والتدريب منذ زمن لذلك نجحت في التحول بكل سلاسة ومنهجية,Favor
تحيةٌ عظيمةٌ صـادقة لهكذا عُقـول تُتقن فن التحوّل الإلكتـروني ولا تكتفي بامتطاء الإنماط التقليدية. أنِعم وأكرم بك دكتور وعسى أن نرى الجميع يسير في هذا الاتجاه  ومن فوائد هذه الأزمة أنها تخلق فينا روح صناعة البديل والتجديد. URL,Favor
يعتبر التوجه للتحول الرقمي ضرورة للجهات حيث أن التطور الكبير في التقنية زاد من حدة المنافسة ووعي المستخدمين وتعدد خياراتهم. فكان لابد للجهات الاهتمام بتجربة المستخدم وتطويرها  حيث أنها باتت على علم بضرورة ركوب موجة التحول الرقمي أو الخروج نهائيا من المنافسة.,Favor
 3  ✅ عبر صديق أعرف الآن أن وزارة الرياضة السعودية تدير مبادرة لتدفع أنديتها الرياضية للتحول الرقمي وتدعمهم في ذلك ماليا وتسائلت متى ستتحول الأندية الرياضية الجزائرية رقميًا؟ التحول الرقمي تعرفه على ما أظن وهو نافع للاقتصاد الحالي,Favor
صرّح رئيس الإدارة العامة للتخطيط فضيلة القاضي د/يوسف الفليتي بإطلاق حزمة جديدة من برنامج #بوابة_المحامين و #بوابة_المتقاضين وإقرار دليلها الإجرائي  وذلك ضمن جهود مجلس الشؤون الادارية للقضاء لاستكمال منظومة التحول الرقمي ودعم سرعة الإنجاز وتفعيل وتكامل مسار التقاضي الإلكتروني. URL,Favor
 التحول الالكتروني هو أحد الحلول التي يمكن تغيير نظرة العميل عن الخدمه التي تقدمها الوزاره . يجب ايجاد صناديق لمقترحات العملاء والموظفين حتى تستطيع الوزاره التخلص من العراقيل التي تؤخر انجاز الخدمه بشكل سريع وسلس.,Favor
في حديث لقناة الإخبارية من مؤتمر #LEAP22 حول التحول التقني الذي تعيشه المملكة وحجم الفرص المحلية التي بدأت تستقطب الكثير من رؤوس الأموال العالمية URL,Favor
من سلبيات التحول ل #مابعد_كورونا الاستغناء عن بعض الوظائف أو بمعنى أصح تحول في أدوار الوظائف السابقة. فالتحول للاعتماد على #التعليم_الإلكتروني ربما يجعل الاحتياج ل #الوظايف_التعليميه الحكومية أو التقليدية مابين ٠-١٪  #تخصيص_التعليم #voucher  #النيوليبرالية,Against
التحول التقني والذكاء الاصطناعي راح يقضي على الوظائف التقليدية الي وظيفتها بس دخل بيانات واطبع. مجرد تخيلك ماذا سيحصل في ٣٠-٥٠عام القادمه راح يكون شي مرعب.  #STC_تغلق_فروعها,Against
   مادري شنو مشكلتهم مع الربط الالكتروني. اتمنى من يتولى التحول الالكتروني في الكويت من الطلبة الخريجين حديثا من المتفوقين او من قاموا بمشاريع متميزة أثناء الدراسة  ما نبي داينصورات.,Favor
إنجاز رائع   ومركز مستحق في واحد من أهم البرامج المستقبلية   شكرا للمنسقة إيمان عوض شكرا للمنسق أيمن المرحبي   شكرا للمكاتب ومدارس التحول   شكرا لأبنائي الطلاب والطالبات على التفاعل التقني الكبير URL,Favor
إن التحول من العالم الورقي للعالم التقني وتحويل الأعمال اليدوية لأعمال إلكترونية مع تطبيق مختلف التقنيات الحديثة بات من الأمور الحتمية بل إن بعض الدول باتت تعتبرها جزءاً من الحقوق الأساسية لمواطنيها حالها حال باقي الحقوق.متى يا ترى يأتي اليوم الذي نستطيع أن نقول بأن عماننا رقمية؟,Favor
 التعليم التفليدي هو الافضل دايما اما التعليم الالكتروني هذا بتحصله سعادتك ناجح في اليابان وأمريكا ..والدول الاوربية اما نحن فلدينا مشاكل انا كموظفة تابعه للوزارة اجد صعوبة في اتمام عملى لان البوابة فيها مشاكل تعرقل سير العمل فكيف اذا تم التحول,Against
#التحول_التقني مطلب مهم جدا في تمثيل الحكومة الرقمية وتتصدر #السعودية_العظمى في بنيتها التحتية فخورين بالانجاز والى الامام يا أجمل وطن. URL,Favor
دائمًا وأبدًا التحول التقني مبدعين 💜👏🏻    كل عام وأنا معاكم 🤝 URL,Favor
 هل نحن بحاجة الى ٢٢٩ الف موظف في القطاع الحكومي؟! رواتب هذا العدد الهائل تستنزف من خيرات البلد ومنذ ٢٠١٥ حملنا الاجيال القادمة الكثير من الديون لاجل تغطية هذه الرواتب. اتوقع من خلال التحول الالكتروني بالامكان تقليص العدد بنسبة ٧٠٪ على الاقل.,Favor
في الماضي كان الموقع الجغرافي لمشروعك عامل مساعد للنجاح     الآن متجرك الإلكتروني يمثل نفس الدور  فهو بوابتك الرئيسية أمام جمهورك المستهدف من العملاء. #المتاجر_الالكترونية  #العوائد_الرقمية  #التحول_الرقمي,Favor
انشاء وزارة او هيئة التحول الالكتروني أصبحت ضرورية جدا تعمل على تنفيذ خطة مرسومة لتقديم الخدمات  الالكترونيه في كافة الجهات الحكومية والعمل على  مراقبة وتطوير وصنع التحول الالكتروني في كافة الخدمات المقدمة من تلك الجهات دون استثناء اي جهة حكومية من بند التحول الالكتروني,Favor
هل الهدف من التحول الإلكتروني هو تسهيل المعاملات وتسريعها ام هي موضه او هبه لازم نمشي معها..؟  لماذا لا نعيد صياغة الإجراءات لتتناسب مع التحول الإلكتروني بدلا من تحويل المعاملات الورقية إلى إلكترونية وحسب!      ,Favor
  التحول الالكتروني لن يفيد إذا كانت عقول [ بعض] الموظفين متحجرة...!  نحتاج تحول للعقول أولاً.  #التحول_الالكتروني #التحول_المؤسسي #الحكومة_الإلكترونية,Against
 في رأيي الاهم هو التحول الى التعليم عن بعد ..يأتي بعده التسوق الالكتروني .. ومن ثم ممارسة الرياضة (هايكنج/دراجات/تمارين في المنزل/..),Favor
" ويقولش ""التحول الالكتروني"" 🤣",Against
 هذا الكلام كان زمان.. أما الآن تغير كل شيء .. مع التحول الإلكتروني والحكومة الإلكترونية.. أصبح ملاحظ في جميع الجهات الحكومية السعي لخدمة المراجع واصبحت تسمى المراجع عميل.. وهذا تحول كبير وجيد للمصلحة العامة.  وقد خصص أقسام خدمة عملاء ..  وهذا بفض,Favor
التحوّل التقني في #السعودية يتطور بشكل متسارع  والخدمات المقدمة للمواطن والمقيم أصبحت بضغطة زر URL,Favor
هل سيكون تحويل الاعمال والتعليم بسبب كورونا عن بعد هو بداية التحول الالكتروني...ماهي اثاره على العاملين والمنشأت .,None
تجربة التعليم عن بعد رائدة في المملكة العربية السعودية وممتازة . التحول الالكتروني في المملكة كبير جدا . كل التوفيق للأشقاء في #السعودية   URL,Favor
 التحول للخدمات الالكترونية بانت فوائده في وقتنا الحاضر  وخاصةً مع هذه الجائحة ونجحت كافة الجهات الحكومية ذات التوجه الإلكتروني URL,Favor
تعينات توقفت ماتدرون شصار ب 2014 فمستحيل اي قرار يتخذ بهذا الخصوص لحد ماتقر الموازنه بعد تشكيل حكومه جديده يعني اقل شي يحتاجله ٣ اشهر  +هواي انجازات بحكومة الكاظمي اهمه التحول الالكتروني الشامل صح هوه بدايته وماشمل كلشي بس خطوه رهيبه باتجاه تقليل الفساد ومساعدة الناس من خلال,Favor
اصبحت هناك زيادة في عدد الهجمات الإلكترونية بسبب هذا التحول وذلك وفق ما أشارت إليه وكالة الأمن القومي للفضاء الإلكتروني . كما توقع خبراء الأمن زيادة بنسبة تتراوح بين 30 و40 بالمئة في الهجمات الإلكترونية نظرًا لزيادة العمل عن بُعد,Against
 أسخف حاجة حصلت للحب التحول الإلكتروني ده ..مبقاش حب أصلا,None
 ٢. التحول الالكتروني حاجه ومطلب ولسيت رفاهيه وقد لمسناه من خلال الأزمه هذه غير انه هناك خطر في ان تتغير سلوكيات المستهلك بعد الازمه ويعود الى الاستهلاك التقليدي..يشكل هذا الامر تحدي,Favor
  متى سنضع خطه استراتيجيه واضحه و بالشراكة مع القطاع الخاص لنخرج من دوامة الحكومه الالكترونيه  التحول الرقمي و اردن رقمي   الى آخر هذه المسميات . طبعاً طلب جلالة الملك بحكومه لا ورقيه 2020 اصبح مستحيل التحقيق وهذا ما أوضحت عدم حدوثه بتاريخ 15/1,None
#جرير اذا لم تواكب التحول في نمط المبيعات من التوسع في الفروع الي التوسع الالكتروني ولم تستوعب دخول #نون و #أمازون_السعودية الي السوق السعودي ستصبح مثل #نوكيا,Favor
  بارك الله في جهودك مسؤولة التحول الرقمي بثينه وزادك الله من فضلة إذاعات وتفعيل رائع جدا للتحول الرقمي الله يوفقك ويبارك في عملك🌷,Favor
لم يعد مقبولا أبدا رفض التواصل عن بعد في أداء الخدمات بأي حجة كانت  ويجب أن نواجه الأمر على حقيقته بأن من يرفض ذلك هو بالأساس غير مؤهل لاستخدام التقنيات الحديثة!!!  #التحول_الإلكتروني,Favor
عقد مساء اليوم الأربعاء الساعة 1 ظهرًا برئاسة عميد كلية العلوم الاجتماعية اجتماعا مع أعضاء لجنة التحول التقني بالكلية وبحضور ممثلي الأقسام العلمية لمناقشة الخطة الزمنية ومتابعة إنجازات الأقسام في التحول التقني. URL,Favor
مؤمنة بأن الدولة ستشهد تغيير كبير في جميع المجالات  خاصة في التحول لحكومة إلكترونية ١٠٠٪ بالجيل الجديد المتمكن في هذا المجال  سنشهد انتقال أسرع للعالم الإفتراضي والتحول الإلكتروني الذي لاحظنا فعلاً أهميته خلال أزمة #كورونا وفشل الكثير من المؤسسات فيه.!,Favor
 تشكر الحكومه بصراحه علي التحول الالكتروني في التعاملات الحكوميه والخدمات👍🏽,Favor
#المملكة_العربية_السعودية قادمة وبقوة في مجال التقنية والاتصالات و #التحول_الرقمي   وأصبح من الضروري على كل فرد في هذا المجتمع تثقيف نفسه في هذا المجال الهام والحساس لمواكبة التطور التقني للأعمال والأنشطة. URL,Favor
"📍""سباق التحول الرقمي""  المملكة في تسارع نحو التحول الرقمي ولا يمر شهر بلا إضافة رقمية واليوم وبعد عمل من #وزارة_الداخليه اطلق #الجواز_الالكتروني بشكل رسمي . URL",Favor
    المهارات الرقمية هي محور المستقبل لكن للاستعداد للمستقبل بشمولية وبأسلوب يحيط بكافة جوانب نموذج الاعمال المستقبلي يجب تنمية جانب المهارت المعرفية الانسانية كالتواصل والتنسيق وحل المشكلات والعمل الجماعي باطار رقمي ي,Favor
 السلام عليكم ورحمة الله وبركاته ما شاء الله تبارك الله خدمات ممتازه جدا خمس طلبات مواعيد مرفوضه وراجعنا المحكمه وقالوا موعد هذا التحول الإلكتروني والا فلا تحياتي لكم محاكم بلا  ورق,Favor
أثبت #التحول_الرقمي في المجال الصحي فعالية نوعية من حيث تحسين تجربة الخدمات المقدمة للمرضى  حيث يتم تسخير التقنية لتقديم رعاية طبية عن بعد  مما جعل تجار التجزئة الصحية بدورهم أن يتجهوا لـ #التحول_التقني لتقديم خدماتهم للمستهلك بشكل أكثر فعالية في ظل الأوضاع الراهنة,Favor
خطوة مهمة نحو #تعليم_رقمي خطة #التحول_الرقمي في الوطن الغالي تسير بشكل متسارع URL,Favor
التحول الرقمي السعودي ودعت السعودية الصك و الوكالة الورقية في عام 1440 هجري الآن تصدر  وكالة رقمية و صك و إصدار جوازك وتجديده ونقل ملكيات وتسديد جميع الرسوم في أقل من (1) دقيقة  عبر تطبيق #ابشر و الاثبات و الهوية أصبح رقمي عبر تطبيق #توكلنا  السعودية 🙆🏻‍♂️   URL,Favor
 تحديث الصكوك تستغرق وقت طويل بالاشهر بعد التحول الرقمي والتعامل الالكتروني بينما كان بالايام في التعامل الورقي . وهناك اشاعه بأن الشركة التي تعاقدت معها الوزارة لنقل بيانات الصكوك الى الحفظ الالكتروني تم نقلها وبأخطاء كبيره لذا الوزارة في حرج كبير,Against
رئيس المحكمة العليا يطلع على آخر مستجدات التحول الإلكتروني فـي عمل المحاكم #عمان  URL URL,None
اللجنة الوطنية للتحول الرقمي تصدر تقرير التحول الرقمي الوطني لعام 2019 - شبكة المضايف الأدبية والثقافية URL,None
التحول الى التعليم الالكتروني  عن بعد لمدة 14 يوم URL,None
 الأراشيف والسجلات الورقية الرسمية؛ فيها الكثير من التفاصيل التي تُدرَس.  نأمل عدم تلفها مع التحول التقني.,Against
نلتقي غداُ والحديث حول التحول الرقمي الذكي وعلم البيانات وأثرها الإجتماعي والإقتصادي من منظور التدريب والتوظيف #علم_البيانات #التدريب_التقني URL,None
  المشكلة ان كل حكومات العالم الغربي والعربي ماشية فى التحول الالكترونى وكل الخدمات  من خلال الانترنت وده سلاح ذو حدين ومخاطر الهاكرز  بالإضافة إلى التوقف فى حالة ان الانترنت اتقطع نتيجة لقطع  الكابلات البحريه,Against
الكثير من العروض الجميلة للشركات الناشئة في مؤتمر #LEAP22  رائع ان تقود المملكة مثل هذا التحول التقني في المنطقة وان نشاهد هذا الكم من العقول في مكان واحد 🙆🏻‍♂️💚 URL,Favor
يتبع والذي تنفذه وزارة التعليم بالتعاون مع شركة تطوير لتقنيات التعليم للتحول نحو التعلم الرقمي والمساهمة في التحول إلى بيئة رقمية تفاعلية   وقدمته مشرفة تفعيل ومسؤولة الدعم الفني بشركة كلاسيرا سماح بامنصور وذلك بمقر الثانوية السابعة URL,Favor
اعتقد وبلا مجاملة ان الحكومة استعجلت في الاعلان عن تطبيق سهل كونه غير جاهز وفيه الكثير من الاخطاء الفنية هذا بالاضافة الى عدم جاهزية العديد من الوزارات والهيئات لمواكبة وتحقيق الرؤية الحكومية في التحول الالكتروني لتسهيل الاجراءات #نصيحة  حاسبوا المقصرين #تطبيق_سهل,Favor
#التقاضي_الالكتروني نقلة نوعية ومتفردة نحو #التحول_الرقمي,Favor
كيف يمكن تحقيق مثل هذه المبادرة؟ تم وضع خطط مختلفة لبناء اقتصاد رقمي وحكومة رقمية ومجتمع رقمي بحيث تقوم كل جهة حكومية او خاصة بتسريع التحول الرقمي مع تجهيز البنية التحتية لذلك و إشراك السكان  في مثل هذه المبادرة.مع مراعاة الجوانب الثقافية وخصوصية المتجمع السنغافوري.,Favor
  التحول الإلكتروني للخدمات لم يعد مطلب وحسب؛ بل ضرورة ملحّة تحل الكثير والكثير وعلى الجهات الإلتفات الفعلي لها  ولنا في واقعنا اليوم أمثلة قريبة جداً من أزمات وغيرها..أحسنت بو خالد 👍🏻,Favor
 هذا العام ليس كالاعوام السابقة  فقد انقطع الطلبة عن التعليم المباشر لعام ونصف تقريبا  ونتج عن التحول للتعليم الإلكتروني فاقد أكثر من السابق خاصة طلبة المرحلة الأولى,Favor
اجتزت بحمد الله دورة التحول الرقمي والمستقبل التقني للمدرب م. ناهض الحربي عبر منصة سديم  ⁦ ⁧#خليك_في_البيت⁩ ⁧#كلنا_مسؤول⁩  URL,Favor
URL من فكرة إلى مستقبل ريادي رقمي #ريادة_الأعمال #التحول_الرقمي,Favor
  التحول الرقمي كان ينادي به السلطان قابوس في 2008 مر على مناداته للحكومة بالتحول الرقمي والربط الإلكتروني 13 عام وإلى اليوم التقدم بطء ودون الطموح للآسف,Favor
ديوان النمساوي يتجه الى التحول الالكتروني بالكامل  وانت جالس في بيتك مخدوم  #التحول_الرقمي,Favor
  التحول الالكترونى سمة العصر وسيقضي على الكثير من المشكلات ويسهل المعاملات  لكنه سلاح ذو حدين  سيقلل الاعتماد على العامل البشري ويصبح عندنا مشكلة موظفين بلا عمل أو تقليل الحاجة لتوظيفهم,Favor
  التحول الإلكتروني سيأتي بحجج جديدة لتعطيل مصالح الناس؟! فالمشكلة ليست في كيفية تسهيل او انهاء المعاملات إنما في كيفية تغيير وغسل فكر الموظفين الذين يعتقدون بان الوظيفة هي سلطة القوي على الضعيف وان المواطن لابد من ارهاقه واذلاله حتى ,Against
لا يجب التأخر في أخذ قرار #التحول_الرقمي في الجهات والمنشآت التي ترغب في البقاء في حلبة المنافسة  #وطن_طموح_وطن_رقمي URL,Favor
ابو محمد نحن في عالم التحول الالكتروني ولكل شيء تضحية وعواقب ونجاحات تخيل عدد السيارات والنقل المدرسي واعباء كثير لاتعد ولاتحصى شكرا لتفاعلك 🌸 URL,Favor
#عاجل التعليم العالي |  لا عودة عن التعليم الوجاهي للجامعات  ولا صحة لما يتم تداوله عن التحول للتعليم الإلكتروني. #أحمد_يحيى,None
 اي تحول رقمي الله يصلحكم وحنا صار لنا سنة كاملة نتابع خلف معاملة مياه راكدة ولا حس ولا خبر ولا استجابه على الإطلاق  إذا لم يكن التطوير يمس الخدمات بشكل مباشر فما جدوى التحول الرقمي,Favor
دعم القيادة جعل للمرأة البحرينية بصمات واضحة في عمليات التحول الإلكتروني الحكومي توفير الاحصائيات ومؤشرات أهداف التنمية المستدامة الخاصة بالمرأة من أبرز مكتسبات التعاون بين الهيئة والمجلس الأعلى للمرأة  #البحرين #أخبار_الخليج URL,Favor
 وفقكم الله لخدمة جيل الشباب مع التحول لسوق الإلكتروني واعد,Favor
امس حاولت اعدل في بعض بياناتي الكترونيا لين ما يوصل دوري  الموقع فيه اخطاء تقنيه  حجم الملفات جدا جدا صغير و حتى بعد تعديلي عليها ما يقبل كل الملفات  التحول الالكتروني ممتاز و لكن ما زال على وزارة الاسكان شوط كبير تقطعه لين ممكن نقول انه يمكن الوثوق فيه URL,Favor
#التحول_الرقمي جائحة كورونا والأزمة التي مرينا فيها وفترة الحظر حولت وأجهة العالم إلى عالم رقمي تتكاتف المصالح والمؤسسات في الداخل والخارج والعمل على #التحول_الرقمي في جميع التعاملات في قطاع الاعمال وقطاع البيع   وتحول جميع المنشأت الكبرى والصغرى لتتواكب مع عصر التكنولوجيا الجديد URL,Favor
" المستقبل بحاجة الى تحول مستدام  يتجاوز مفهوم التحول الرقمي.. ليتعامل مع التحديات والتغيرات المتسارعة بشمولية..  مقالتي التي اتناول فيها بناء منهج للتحول المستدام.  ""المنحى الكائني نحو فكر مستقبلي مستدام"" #التحول_المستدام  URL",Favor
 دكتور عبداللطيف اسعد الله مسائك التحول الإلكتروني لم يجدي نفع مع وزارتكم يتم الاتصال عل هاتف الوزاره منذ اسبوع للسؤال عن معامله يفصل الخط قبل الوصول لمن يقدم الخدمه موضوعي لديكم منذ شهر بلا حلول لاتسمح الظروف للسفر والمراجعه,Against
 اقترح انا تحول ميزانية طباعه الكتب الدراسية لتوفير أجهزة ايباد للطلاب تحوي على مقررات إلكترونية تماشيا مع المرحلة الحالية التحول للتعليم الالكتروني فالأوراق أصبحت من الماضي,Favor
 والله انا لانجهل ذلك لكن اليوم اصبح حكم القوى على الضعيف هوه المسيطر.عندما تذهب وتريد دفع كاش ويقال لك لااقبل الا الكتروني .وعندما الدوله تلزم المتاجر وغيرها بوجود الدفع الالكتروني فأن التحول سيكون اجباريا .,Against
خطوة تاريخية في مصر.. إطلاق استراتيجية النيابة العامة للتحول الرقمي   URL   #النائب_العام  #النيابة_العامة  #مصر  #التحول_الرقمي  #نون_أون_لاين #نون,Favor
 امضوا قدما في خدمة الوطن وكونوا خير من يقف وراء تحقيق التحول الإلكتروني وبناء المجتمع.,Favor
حاليا ع ام بي سي ١ برنامج #معالي_المواطن  عن التحول الالكتروني في التعليم والتعليم عن بعد .  تجربة المملكة أكثر من رائعة و ناجحة .,Favor
